"cluster_name","primerid","contrast","Pr(>Chisq)","ci.hi","ci.lo","coef","fdr"
"2","DSP","ageYOUNG",0.0261320449677973,-0.0430469041179401,-0.276409382200665,-0.159728143159303,0.146111217774718
"2","DST","ageYOUNG",0.146500181774208,-0.008852527877462,-0.182724668786684,-0.095788598332073,0.330978313045293
"2","DSTN","ageYOUNG",0.00677978820881513,-0.0563483573997081,-0.197343033642768,-0.126845695521238,0.0803222114818819
"2","DTWD1","ageYOUNG",0.0263976436523907,0.0910253306845797,0.034082788440795,0.0625540595626874,0.146301829609683
"2","DUSP1","ageYOUNG",0.0286774318475935,0.124984486479483,-0.208525042489802,-0.0417702780051594,0.152887595216412
"2","DUSP14","ageYOUNG",0.195248364599585,0.0311679669670152,-0.0401470680726918,-0.00448955055283831,0.384811520852971
"2","DUSP2","ageYOUNG",0.0443474459433369,0.00559070608814481,-0.0608317502859078,-0.0276205220988815,0.189428085901584
"2","DUT","ageYOUNG",0.108092450688541,0.136672356137068,0.032408825593782,0.0845405908654249,0.283690914642339
"2","DYNC1H1","ageYOUNG",0.0115715180829243,0.0788937007407386,0.00873640100431747,0.0438150508725281,0.0981001223614247
"2","DYNC1I2","ageYOUNG",0.483863500905602,0.0142583535084653,-0.0759677167413858,-0.0308546816164603,0.65091613927796
"2","DYNC1LI2","ageYOUNG",0.925323690448294,0.0514758976693611,-0.0339718047794808,0.00875204644494014,0.953439723160471
"2","DYNLL1","ageYOUNG",0.0571128155353782,-0.0637645812377501,-0.266373638384691,-0.16506910981122,0.206777371256522
"2","DYNLL2","ageYOUNG",0.747843631566292,0.0269082988046172,-0.0340795022026294,-0.00358560169900608,0.833229340185987
"2","DYNLRB1","ageYOUNG",0.087952093616315,0.116677728793314,0.0104030043866241,0.0635403665899688,0.255068518743335
"2","DYNLT1","ageYOUNG",0.0546329413436561,0.0820532186903083,0.0146307504553841,0.0483419845728462,0.203610254735606
"2","DYNLT3","ageYOUNG",0.0237660089658128,0.0732830930282613,0.00775915400232378,0.0405211235152925,0.141316980395675
"2","EAPP","ageYOUNG",0.37277706596912,0.04309384917017,-0.0200132515679837,0.0115402988010932,0.561954863971934
"2","EBF1","ageYOUNG",0.194090872781396,0.00704544530775354,-0.104340850798315,-0.0486477027452809,0.384393145080267
"2","EBNA1BP2","ageYOUNG",0.0759154462451144,0.0103197496129534,-0.0511635078555892,-0.0204218791213179,0.23816294742516
"2","EBPL","ageYOUNG",0.389489214482847,0.0579527432171662,-0.0147668355678376,0.0215929538246643,0.573024295362436
"2","ECE1","ageYOUNG",0.781500235549185,0.034918680179065,-0.0178200495059845,0.00854931533654021,0.857347311581024
"2","ECH1","ageYOUNG",0.665560457723524,0.0513175069933236,-0.0301170939686893,0.0106002065123171,0.778798964025647
"2","ECHDC2","ageYOUNG",0.00283327006622094,0.106023057390174,0.0480975655623591,0.0770603114762663,0.0538703813154331
"2","ECHS1","ageYOUNG",0.403865587038557,0.062756883331029,-0.0124380570639737,0.0251594131335276,0.585438789231602
"2","ECM1","ageYOUNG",0.456574436839839,0.0629936133775063,-0.0193344665389708,0.0218295734192678,0.630297237475393
"2","ECM2","ageYOUNG",0.112584200708102,0.0590311462011093,-0.0161172749454841,0.0214569356278126,0.289490155724662
"2","ECSIT","ageYOUNG",0.440379924117813,0.010510489055565,-0.0456582373124167,-0.0175738741284259,0.617144533593908
"2","EDF1","ageYOUNG",0.589121460024401,0.0387568211174825,-0.0961790815219626,-0.02871113020224,0.726851945455178
"2","EDNRB","ageYOUNG",0.045312265083941,0.0701880444697864,0.00717644783725027,0.0386822461535183,0.191140400677787
"2","EEA1","ageYOUNG",0.53628142007651,0.0272533161081291,-0.0322866150889117,-0.00251664949039127,0.68921720966681
"2","EEF1A1","ageYOUNG",0.718049609153789,0.0978610780926025,-0.113228782714498,-0.0076838523109477,0.81219283730242
"2","EEF1B2","ageYOUNG",0.13151556328405,0.192885244944636,-0.0482462939519109,0.0723194754963625,0.314334127179254
"2","EEF1D","ageYOUNG",0.00662061458680611,-0.0377842502978377,-0.163802769712807,-0.100793510005322,0.0798547195676408
"2","EEF2","ageYOUNG",0.265218261624761,0.332494731663611,-0.00201139027129574,0.165241670696157,0.457387988955089
"2","EFEMP1","ageYOUNG",0.00746416108575322,0.284099387463491,0.125659400514997,0.204879393989244,0.0814818527792149
"2","EFEMP2","ageYOUNG",0.0334075697208601,0.0896757658231311,0.00791680503006167,0.0487962854265964,0.163270943296518
"2","EFHD2","ageYOUNG",0.683741273209229,0.0266020216559478,-0.0257304924165608,0.00043576461969351,0.791328805352176
"2","EGFR","ageYOUNG",0.0759903779179449,0.0825444644293953,0.0141099872135254,0.0483272258214604,0.23816294742516
"2","EGLN1","ageYOUNG",0.720282829689101,0.0329687213315819,-0.0240195720929172,0.00447457461933232,0.81364402760065
"2","EGLN2","ageYOUNG",0.375440699722681,0.058814963956438,-0.00940237542879428,0.0247062942638219,0.563307392684171
"2","EGR1","ageYOUNG",0.0111193187861156,0.264606479270934,0.0865725376552977,0.175589508463116,0.0958662978351357
"2","EGR3","ageYOUNG",0.95537647865563,0.0364779357390449,-0.0373563803879184,-0.000439222324436772,0.973568711513101
"2","EHD1","ageYOUNG",0.0773713279103486,0.0342433241307985,-0.0333279445603914,0.000457689785203538,0.240318461788935
"2","EHD4","ageYOUNG",0.263051029604644,0.0552315378451003,-0.0988415636933558,-0.0218050129241278,0.45473293271407
"2","EI24","ageYOUNG",0.0941542453337285,0.0183261524130976,-0.0611948080642493,-0.0214343278255758,0.264543306208384
"2","EID1","ageYOUNG",0.233769270036667,0.344564846318177,-0.00508387727266477,0.169740484522756,0.426109499667687
"2","EIF1","ageYOUNG",0.870893998280539,0.163580373748903,-0.106606305237198,0.0284870342558525,0.921841625535663
"2","EIF1AX","ageYOUNG",0.52340082418594,0.0337071429058341,-0.0897243335404644,-0.0280085953173151,0.679537792599758
"2","EIF1B","ageYOUNG",0.194602493094272,0.0819613803123005,-0.0489872198013645,0.016487080255468,0.384811520852971
"2","EIF2A","ageYOUNG",0.863661953217103,0.0267591595637155,-0.0444888337903037,-0.00886483711329411,0.917222384424365
"2","EIF2AK2","ageYOUNG",0.421308986135305,0.029499887329029,-0.0258312257407758,0.00183433079412658,0.601098062613036
"2","EIF2S1","ageYOUNG",0.377150682341137,0.01281887332395,-0.0494923012115372,-0.0183367139437936,0.56451776338355
"2","EIF2S2","ageYOUNG",0.131468383954972,0.0810579557671894,0.00157455592933572,0.0413162558482625,0.314334127179254
"2","EIF2S3","ageYOUNG",0.371953434828547,0.0661565752955786,-0.0110632360258055,0.0275466696348865,0.56166704519202
"2","EIF3A","ageYOUNG",0.442716267936456,0.0221731504591619,-0.0786939900582515,-0.0282604197995448,0.618899272523413
"2","EIF3B","ageYOUNG",0.390334691231107,0.0444673086659814,-0.00828321078421155,0.0180920489408849,0.57352909372224
"2","EIF3D","ageYOUNG",0.789463104786332,0.0503124609061075,-0.049914821873849,0.000198819516129267,0.862766794477724
"2","EIF3E","ageYOUNG",0.0134251583152683,-0.057700257680907,-0.193107220495076,-0.125403739087991,0.105463797359981
"2","EIF3F","ageYOUNG",0.0333534029245004,0.17634806047701,0.0496083595343049,0.112978210005657,0.163270943296518
"2","EIF3G","ageYOUNG",0.215565469342689,0.082039615406883,-0.0379348389954961,0.0220523882056934,0.406112064080699
"2","EIF3H","ageYOUNG",0.0511445560205346,0.144944315631587,0.0222154244570279,0.0835798700443076,0.19951036944229
"2","EIF3I","ageYOUNG",0.0189426508262991,0.137624201144139,0.0409871576299209,0.0893056793870299,0.12621464250142
"2","EIF3J","ageYOUNG",0.100398735170666,-0.0104018693563129,-0.0899844534288555,-0.0501931613925842,0.272909260285342
"2","EIF3K","ageYOUNG",0.297132220715367,0.0974872367271696,-0.0339455204343114,0.0317708581464291,0.491876676011045
"2","EIF3L","ageYOUNG",0.158313457424322,0.120309232102043,-0.0036907394966695,0.0583092463026868,0.346398557207439
"2","EIF3M","ageYOUNG",0.187280278549824,0.095237888867207,-0.00296202490440132,0.0461379319814028,0.377092859513902
"2","EIF4A1","ageYOUNG",0.445958969053146,0.0516564502067193,-0.158646100451052,-0.0534948251221663,0.621150658400579
"2","EIF4A2","ageYOUNG",0.00572276590352654,0.20147317876025,0.0600240661436515,0.130748622451951,0.0745337498227652
"2","EIF4A3","ageYOUNG",0.00189412010079749,0.299328894998886,0.139581341347749,0.219455118173318,0.0471030548300533
